"intent","user_query","bot_response"
"dietary_gluten_free","Are gluten-free items more expensive?","""Gluten-free items are slightly more expensive due to specialized ingredients and preparation."""
"dietary_gluten_free","Can you make any cake gluten-free?","""We can make most cake designs gluten-free! Call (555) 123-4567 to discuss."""
"dietary_gluten_free","Gluten-free options for parties?","""Yes! We can provide gluten-free cakes and brownies. Call (555) 123-4567!"""
"dietary_gluten_free","Do you test for gluten?","""We follow strict preparation procedures. For specific questions, call (555) 123-4567."""
"dietary_vegan","Do vegan items taste as good?","""Absolutely! Our vegan items are delicious and customers love them!"""
"dietary_vegan","What makes items vegan?","""Our vegan items contain no animal products - no eggs, dairy, or honey."""
"dietary_vegan","Can you make any flavor vegan?","""We can make many flavors vegan with advance notice! Call (555) 123-4567."""
"dietary_vegan","Are vegan items also gluten-free?","""Our vegan items aren't automatically gluten-free, but we can make items that are both! Call us."""
"dietary_vegan","What do you use instead of eggs?","""We use plant-based egg replacers in our vegan items."""
"dietary_vegan","Instead of butter in vegan items?","""We use high-quality plant-based butter alternatives."""
"dietary_vegan","Cost of vegan cakes?","Vegan cakes start at $32 for a 6-inch due to specialized ingredients."
"dietary_vegan","Are all vegan items dairy-free?","""Yes! All vegan items are completely dairy-free."""
"dietary_vegan","Vegan frosting options?","""We make delicious vegan buttercream frosting!"""
"dietary_vegan","Can vegans eat your banana bread?","""Yes! Our banana bread is vegan-friendly."""
"dietary_nut_allergy","Which items definitely have nuts?","""Almond croissants definitely contain nuts. Some cakes may include nuts too."""
"dietary_nut_allergy","Peanut-free items?","""We can make most items peanut-free. Please inform us of your allergy!"""
"dietary_nut_allergy","Do you use walnut?","""We don't regularly use walnuts, but please inform us of your allergy when ordering."""
"dietary_nut_allergy","Safe items for nut allergy?","""Most items can be made nut-free! Please inform us when ordering so we can ensure safety."""
"dietary_nut_allergy","Do you make almond croissants separately?","""Yes, almond croissants are prepared separately, but please inform us of allergies for safety."""
"dairy_allergy","What has no dairy?","""All our vegan items are dairy-free: chocolate cake, vanilla cake, banana bread, and cookies."""
"dairy_allergy","Butter in all bread?","""Most breads contain dairy. Please ask about specific breads!"""
"dairy_allergy","Can I have dairy-free frosting?","""Yes! Our vegan cakes use dairy-free frosting."""
"dairy_allergy","Milk in your cookies?","""Most cookies contain dairy, but our vegan chocolate chip cookies are dairy-free!"""
"egg_allergy","Do you use eggs?","""Most items contain eggs, but our vegan options are egg-free!"""
"egg_allergy","Egg-free cakes?","""Our vegan cakes are egg-free! Available in chocolate and vanilla."""
"egg_allergy","What's egg-free?","""All our vegan items are egg-free: chocolate cake, vanilla cake, banana bread, and cookies."""
"soy_allergy","Do you use soy?","""Some items may contain soy. Please inform us of your allergy when ordering!"""
"soy_allergy","Soy-free options?","""For soy-free options, please call (555) 123-4567 to discuss your needs!"""
"pricing_general","Most affordable item?","""Cookies at $2 each are our most affordable individual items!"""
"pricing_general","Best value for money?","""A dozen cookies for $20 is great value! Also our fresh-baked bread at $5-8."""
"pricing_general","Do prices include tax?","""Prices listed don't include tax. Tax will be added at checkout."""
"pricing_general","Why different bread prices?","""Prices vary based on ingredients and preparation time for different breads."""
"pricing_general","Discount for large orders?","""For large orders, we may offer discounts. Call (555) 123-4567 to discuss!"""
"pricing_general","Student discount?","""For discount information, please ask in store or call (555) 123-4567!"""
"pricing_general","Senior discount?","""For discount information, please call (555) 123-4567 or ask in store!"""
"pricing_general","Military discount?","""For discount information, please call (555) 123-4567!"""
"pricing_general","Birthday discount?","""For special offers, please call (555) 123-4567 or ask in store!"""
"pricing_general","First time customer discount?","""For special offers, please ask in store or call (555) 123-4567!"""
"pricing_general","Loyalty program?","""For information about loyalty or rewards, please call (555) 123-4567!"""
"custom_order","Deadline for custom orders?","""We recommend 48-72 hours notice for custom orders. Call (555) 123-4567!"""
"custom_order","How detailed can designs be?","""We can create very detailed designs! Call (555) 123-4567 to discuss your vision."""
"custom_order","Can you match a picture?","""Yes! Bring in a picture and we'll create something similar. Call (555) 123-4567!"""
"custom_order","3D cakes possible?","""We can create some 3D elements! Call (555) 123-4567 to discuss possibilities."""
"custom_order","Character cakes for kids?","""Yes! We love making character cakes. Call (555) 123-4567 with your ideas!"""
"custom_order","Sports themed cake?","""Absolutely! We can create sports-themed cakes. Call (555) 123-4567!"""
"custom_order","Princess cake?","""Yes! Princess cakes are popular. Call (555) 123-4567 to discuss designs!"""
"custom_order","Superhero cake?","""Yes! We can create superhero themed cakes. Call (555) 123-4567!"""
"custom_order","Custom flavors possible?","""Yes! We can create custom flavors. Call (555) 123-4567 to discuss!"""
"custom_order","Unusual flavor combinations?","""We're happy to try! Call (555) 123-4567 with your ideas."""
"custom_order","Can you do sugar flowers?","""Yes! We can create beautiful sugar flowers. Call (555) 123-4567!"""
"custom_order","Gold/silver on cakes?","""Yes! We can add metallic accents to cakes. Call (555) 123-4567!"""
"custom_order","Ombre frosting?","""Yes! We can create ombre effects. Call (555) 123-4567 to discuss!"""
"custom_order","Drip cakes?","""Yes! Drip cakes are beautiful. Call (555) 123-4567 to order one!"""
"custom_order","Naked cakes available?","""Yes! We can do semi-naked or naked style cakes. Call (555) 123-4567!"""
"advance_order","Latest time to order for tomorrow?","""Call us before closing today at (555) 123-4567 to order for tomorrow!"""
"advance_order","Order today pickup tomorrow?","""Yes! Call (555) 123-4567 today to order for tomorrow pickup."""
"advance_order","How far ahead for wedding cake?","""For wedding cakes, please call at least 2-3 months ahead at (555) 123-4567."""
"advance_order","Book you months ahead?","""Yes! We can take orders months in advance. Call (555) 123-4567!"""
"advance_order","When to order for holidays?","""For major holidays, please order at least one week ahead! Call (555) 123-4567."""
"advance_order","Pre-order for Christmas?","""Yes! Please order at least one week before Christmas. Call (555) 123-4567!"""
"advance_order","Thanksgiving orders?","""Please order at least one week before Thanksgiving! Call (555) 123-4567."""
"advance_order","Valentine's Day orders?","""Order ahead for Valentine's Day! Call (555) 123-4567 to reserve."""
"advance_order","Easter orders?","""Please order at least one week before Easter! Call (555) 123-4567."""
"payment_methods","Split payment possible?","""Yes! You can split payment between different payment methods."""
"payment_methods","Can I pay half cash half card?","""Yes! We can split your payment between cash and card."""
"payment_methods","Mobile payment?","""Yes! We accept Apple Pay, Google Pay, and other mobile payments."""
"payment_methods","Tap to pay?","""Yes! We accept all tap-to-pay and contactless payments."""
"payment_methods","Chip and PIN?","""Yes! We accept chip and PIN card payments."""
"payment_methods","Swipe cards?","""Yes! We accept both chip and swipe card payments."""
"payment_methods","Do you take PayPal?","""We accept credit/debit cards and contactless payments, but not PayPal directly."""
"payment_methods","Venmo accepted?","""We don't accept Venmo, but we take cash, cards, and contactless payments!"""
"payment_methods","Zelle payments?","""We accept cash, cards, and contactless payments. For other options, please call (555) 123-4567."""
"payment_methods","Pay by phone?","""For phone orders, we'll arrange payment at pickup. Call (555) 123-4567!"""
"payment_methods","Deposit required for custom orders?","""For large custom orders, we may require a deposit. Call (555) 123-4567!"""
"payment_methods","When do I pay for custom cakes?","""We'll arrange payment details when you order. Call (555) 123-4567!"""
"ingredients_inquiry","GMO-free ingredients?","""For specific ingredient sourcing questions, please call (555) 123-4567!"""
"ingredients_inquiry","All natural ingredients?","""Yes! We use natural ingredients and avoid artificial preservatives and flavors."""
"ingredients_inquiry","Chemical additives?","""No! We don't use artificial preservatives or chemical additives."""
"ingredients_inquiry","Fresh vs frozen ingredients?","""We use fresh ingredients! Everything is made from scratch daily."""
"ingredients_inquiry","Do you use margarine?","""No! We use real butter in most of our products."""
"ingredients_inquiry","Quality of chocolate?","""We use high-quality chocolate in all our products!"""
"ingredients_inquiry","What kind of sugar?","""We use standard granulated sugar in our baking."""
"ingredients_inquiry","Brown or white sugar?","""We use both depending on the recipe!"""
"ingredients_inquiry","Type of oil used?","""We primarily use real butter, but some recipes use high-quality vegetable oils."""
"ingredients_inquiry","Milk or cream?","""We use both milk and cream depending on the recipe."""
"ingredients_inquiry","Farm fresh eggs?","""We use high-quality fresh eggs from reputable suppliers."""
"ingredients_inquiry","Ingredient sources?","""We source from quality suppliers and locally when possible."""
"delivery","Same day delivery?","""Through DoorDash or Uber Eats, same-day delivery may be available! Check their apps."""
"delivery","Can you deliver cakes safely?","""Yes! Cakes are packaged carefully for delivery through apps or special arrangements."""
"delivery","Delivery radius?","""Check DoorDash or Uber Eats for delivery areas, or call (555) 123-4567 for large orders!"""
"delivery","Free delivery minimum?","""Delivery fees are set by DoorDash or Uber Eats. Check their apps!"""
"delivery","How is delivery packaged?","""Items are carefully packaged to arrive fresh and intact!"""
"freshness","What time freshest items?","""Items are freshest in the morning, but we bake throughout the day!"""
"freshness","Day old discount?","""We don't sell day-old products - everything is baked fresh daily!"""
"freshness","How can I tell items are fresh?","""Everything is baked in-house starting at 5 AM daily - guaranteed fresh!"""
"freshness","Do you date items?","""Yes! Items are dated to ensure freshness."""
"freshness","Shelf life of bread?","""Bread is best within 2-3 days or can be frozen for longer storage."""
"freshness","How long are pastries good?","""Pastries are best enjoyed same day or within 1-2 days."""
"freshness","When do you throw out old items?","""We don't sell day-old items. Everything is baked fresh daily!"""
"popular_items","Customer favorite?","""Chocolate croissants and sourdough bread are definitely customer favorites!"""
"popular_items","What sells out first?","""Chocolate croissants and sourdough bread often sell out quickly on weekends!"""
"popular_items","Hidden gem on menu?","""Our almond croissants are a hidden gem - absolutely delicious!"""
"popular_items","Best cake flavor?","""Red velvet is incredibly popular, but it's really a matter of personal taste!"""
"popular_items","Most ordered cookie?","""Chocolate chip cookies are our bestselling cookie variety!"""
"popular_items","What's unique here?","""Our artisan sourdough and handmade croissants are special - made with traditional techniques!"""
"special_occasions","Minimum for catering?","""For catering questions and minimums, please call (555) 123-4567!"""
"special_occasions","How many does a cake serve?","""6-inch serves 6-8, 8-inch serves 12-15, 10-inch serves ~20. Call for larger!"""
"special_occasions","Wedding cake flavors?","""We offer all our cake flavors for weddings! Call (555) 123-4567 to discuss."""
"special_occasions","Wedding cake tasting?","""Yes! We offer tastings for wedding cakes. Call (555) 123-4567 to schedule!"""
"special_occasions","How much are wedding cakes?","""Wedding cake pricing depends on size and design. Call (555) 123-4567 for a quote!"""
"special_occasions","Do you set up wedding cakes?","""For wedding cake delivery and setup, call (555) 123-4567 to discuss!"""
"special_occasions","Anniversary cake?","""We'd love to make your anniversary cake! Call (555) 123-4567 to order."""
"special_occasions","Sweet 16 cake?","""Yes! We make beautiful Sweet 16 cakes. Call (555) 123-4567!"""
"special_occasions","Quinceañera cake?","""Yes! We make special Quinceañera cakes. Call (555) 123-4567 to discuss!"""
"special_occasions","Bar/Bat Mitzvah cakes?","""Yes! Call (555) 123-4567 to discuss Bar or Bat Mitzvah cakes!"""
"special_occasions","Retirement party desserts?","""We can provide cakes and dessert platters! Call (555) 123-4567."""
"tasting","Wedding cake tasting cost?","""For tasting pricing and scheduling, call (555) 123-4567!"""
"tasting","How many flavors can I taste?","""For tasting details, call (555) 123-4567 to schedule!"""
"tasting","Book a tasting appointment?","""Call (555) 123-4567 to schedule a tasting appointment!"""
"allergen_info","Cross-contamination procedures?","""We take allergies seriously and follow strict procedures. Call (555) 123-4567 for details!"""
"allergen_info","Shared equipment?","""Some equipment is shared. For severe allergies, call (555) 123-4567 to discuss!"""
"allergen_info","Do you clean between batches?","""Yes! We maintain strict cleaning protocols between different products."""
"minimum_order","Can I buy just one item?","""Absolutely! No minimum purchase required."""
"minimum_order","How much must I spend?","""There's no minimum! Buy as little or as much as you like."""
"bulk_orders","Discount for 50+ items?","""For bulk pricing, please call (555) 123-4567 to discuss!"""
"bulk_orders","Corporate account?","""For corporate accounts and bulk orders, call (555) 123-4567!"""
"bulk_orders","Regular standing order?","""We can arrange regular standing orders! Call (555) 123-4567 to set up."""
"gift_options","Gift wrapping available?","""We can arrange gift boxes! Call (555) 123-4567 to discuss options."""
"gift_options","Corporate gifts?","""We can create corporate gift boxes! Call (555) 123-4567 to discuss."""
"storage_advice","Room temperature or fridge?","""Bread at room temperature, cakes in the fridge!"""
"storage_advice","Keep in plastic or paper?","""Bread in paper, cakes in airtight containers!"""
"storage_advice","How to freeze bread?","""Wrap tightly in plastic wrap then foil, freeze up to 3 months!"""
"storage_advice","Thaw frozen items?","""Thaw at room temperature, or warm bread in the oven!"""
"reheating","Microwave or oven?","""Oven is best for bread and pastries! 350°F for a few minutes."""
"reheating","Can I toast your bread?","""Yes! Our breads toast beautifully."""
"nutrition_info","Calorie count available?","""For detailed nutrition info, please call (555) 123-4567!"""
"nutrition_info","Low calorie options?","""For specific dietary needs, call (555) 123-4567 to discuss!"""
"nutrition_info","High protein options?","""For specific nutrition questions, call (555) 123-4567!"""
"nutrition_info","Sodium content?","""For detailed nutrition information, call (555) 123-4567!"""
"waitlist","Long wait times?","""We serve customers quickly! Lines move fast even when busy."""
"waitlist","Call ahead to skip line?","""You can call ahead to place an order for faster pickup!"""
"busy_times","Slowest day?","""Weekdays, especially Tuesday-Thursday afternoons, are typically quieter."""
"busy_times","Busiest day?","""Saturday mornings are our busiest time!"""
"busy_times","Rush hour?","""Weekend mornings, especially 8-10 AM on Saturday!"""
"new_customer","What should first-timers get?","""Try our chocolate croissants and sourdough bread - customer favorites!"""
"new_customer","Tour available?","""We're happy to show you around! Just ask when you visit!"""
"recommendations_dietary","Vegan and gluten-free?","""We can make items that are both! Call (555) 123-4567 to discuss."""
"recommendations_dietary","Healthiest option?","""Our whole wheat and multigrain breads are healthy options!"""
"checking_stock","Call ahead to check availability?","""Yes! Call (555) 123-4567 anytime to check what's available."""
"checking_stock","Do you run out?","""Popular items can sell out on busy days. Calling ahead helps!"""
"sold_out","Reserve items?","""Yes! Call (555) 123-4567 to reserve items for pickup."""
"sold_out","What time do you restock?","""We bake throughout the day, so check back or call ahead!"""
"cancel_order","Cancellation fee?","""Please call (555) 123-4567 as soon as possible to discuss cancellation."""
"cancel_order","How late can I cancel?","""Call (555) 123-4567 as soon as possible if you need to cancel."""
"modify_order","Add items to order?","""Call (555) 123-4567 to add items to your existing order!"""
"modify_order","Change pickup time?","""Call (555) 123-4567 to change your pickup time!"""
"refund_policy","Unsatisfied with purchase?","""We want you happy! Let us know immediately and we'll make it right."""
"refund_policy","Quality issues?","""Please call (555) 123-4567 immediately if you have quality concerns!"""
"complaint","Cake wasn't right?","""I'm so sorry! Please call (555) 123-4567 so we can fix this."""
"complaint","Missing items?","""Please call (555) 123-4567 right away so we can resolve this!"""
"complaint","Wrong order?","""I apologize! Call (555) 123-4567 immediately so we can correct this!"""
"feedback","Compliment to share?","""We'd love to hear it! Call (555) 123-4567 or email hello@sweethavenbakery.com!"""
"feedback","Suggestion for new items?","""We appreciate suggestions! Call (555) 123-4567 or email us!"""
"social_media","Post photos?","""We'd love to see your photos! Check with us about our social media!"""
"social_media","Tag you in posts?","""For social media handles, please call (555) 123-4567 or ask in store!"""
"newsletter","Email list?","""For email updates, please call (555) 123-4567 or ask in store!"""
"newsletter","Special offers?","""For special offers and updates, call (555) 123-4567 or ask in store!"""
"employment","Job application?","""Call (555) 123-4567 or visit us to inquire about job opportunities!"""
"employment","Hiring bakers?","""For current openings, please call (555) 123-4567!"""
"employment","Part time positions?","""Call (555) 123-4567 to ask about current job opportunities!"""
"store_ownership","Who owns the bakery?","""For information about our bakery, please call (555) 123-4567 or visit us!"""
"store_ownership","How long open?","""For our history and background, please call (555) 123-4567!"""
"store_history","When did you open?","""For information about our history, please call (555) 123-4567 or ask in store!"""
"store_history","Family owned?","""For information about ownership, please call (555) 123-4567!"""
"health_safety","Food safety practices?","""We follow strict health and safety standards in all our preparation!"""
"health_safety","Kitchen cleanliness?","""We maintain the highest cleanliness and food safety standards!"""
"health_safety","Health inspection rating?","""We maintain excellent health inspection ratings and follow all regulations!"""
"special_diet","Paleo options?","""For special dietary requests, please call (555) 123-4567 to discuss!"""
"special_diet","Whole30 compliant?","""For specific diet requirements, call (555) 123-4567!"""
"special_diet","Mediterranean diet?","""Our fresh breads and natural ingredients fit well with Mediterranean diets!"""
"kosher","Are items kosher?","""We're not a kosher certified bakery. For details, call (555) 123-4567."""
"halal","Halal certified?","""For certification questions, please call (555) 123-4567!"""
"product_bread","Artisan bread available?","""Yes! Our sourdough and ciabatta are artisan-style breads!"""
"product_bread","European style bread?","""Yes! Our baguettes and ciabatta are European-style breads."""
"product_bread","American bread?","""We focus on artisan breads, but whole wheat is a classic American favorite!"""
"product_bread","Organic bread?","""We use organic flour options in our breads!"""
"product_bread","Sprouted grain?","""We don't currently make sprouted grain bread. Call (555) 123-4567 for custom requests!"""
"product_bread","Seeded bread?","""Our multigrain bread contains seeds and grains!"""
"product_bread","Pumpernickel?","""We don't currently make pumpernickel, but we have rye bread!"""
"product_bread","Focaccia?","""We don't make focaccia, but our ciabatta is similar!"""
"product_bread","Challah bread?","""For special bread requests, call (555) 123-4567!"""
"product_pastries","Laminated pastries?","""Yes! Croissants are laminated pastries made with butter layers."""
"product_pastries","Flaky or soft pastries?","""Our croissants are flaky and buttery!"""
"product_pastries","Sugar on top?","""Some Danish pastries have sugar topping!"""
"product_pastries","Chocolate filled pastries?","""Yes! Chocolate croissants and some Danish varieties!"""
"product_pastries","Cream filled?","""Our almond croissants have almond cream filling!"""
"product_pastries","Fruit Danish?","""Yes! We have Danish pastries with fruit toppings."""
"product_pastries","Cherry Danish?","""Fruit varieties may include cherry! Check what's available when you visit."""
"product_pastries","Apple turnover?","""We have seasonal fruit tarts! Check for current availability."""
"product_cakes","Moist cakes?","""Yes! All our cakes are moist and delicious!"""
"product_cakes","Dense or light cakes?","""It depends on the flavor! Chocolate is rich and dense, vanilla is lighter."""
"product_cakes","How many layers?","""Our cakes are typically 2-3 layers depending on size!"""
"product_cakes","Filling between layers?","""Yes! Cakes have filling between layers - your choice of buttercream or other options."""
"product_cakes","Can I choose different fillings?","""Yes! You can customize fillings. Call (555) 123-4567 to discuss!"""
"product_cakes","Fruit filling?","""We can do fruit fillings! Call (555) 123-4567 to discuss options."""
"product_cakes","Chocolate ganache?","""Yes! We can do chocolate ganache. Call (555) 123-4567!"""
"product_cakes","Cream cheese frosting?","""Yes! Cream cheese frosting is available, especially popular on carrot and red velvet!"""
"product_cakes","Whipped cream frosting?","""Yes! We can do whipped cream frosting. Call (555) 123-4567!"""
"product_cakes","Fondant covered?","""Yes! We can cover cakes in fondant. Call (555) 123-4567 to discuss!"""
"product_cakes","Buttercream flowers?","""Yes! We can create beautiful buttercream flowers on cakes!"""
"product_cookies","Chewy cookies?","""Yes! Our cookies are soft and chewy with slightly crisp edges."""
"product_cookies","Crispy cookies?","""Our cookies have crisp edges but are soft-baked overall!"""
"product_cookies","Large cookies?","""Our cookies are regular size, about 3-4 inches."""
"product_cookies","Mini cookies?","""We make regular size cookies. For special sizes, call (555) 123-4567!"""
"product_cookies","Iced cookies?","""For decorated iced cookies, call (555) 123-4567 to order!"""
"product_cookies","Sandwich cookies?","""We make classic cookies. For sandwich cookies, call (555) 123-4567!"""
"product_cookies","Thumbprint cookies?","""We focus on our five varieties. For special cookies, call (555) 123-4567!"""
"product_cookies","Shortbread?","""We don't regularly make shortbread. Call (555) 123-4567 for special requests!"""
"product_cookies","Biscotti?","""We don't currently make biscotti. Our cookies are soft-baked!"""
"product_cookies","Macarons?","""We don't make macarons. We specialize in American-style cookies!"""
"dietary_gluten_free","Celiac safe?","""We take celiac safety seriously with separate prep areas. Please inform us of your condition!"""
"dietary_gluten_free","What flour blend?","""We use professional gluten-free flour blends that bake well!"""
"dietary_gluten_free","Taste like regular?","""Many customers say our gluten-free items taste just as good!"""
"dietary_gluten_free","Texture different?","""Our gluten-free items have great texture - most people can't tell the difference!"""
"dietary_gluten_free","Gluten-free croissants?","""We don't currently make gluten-free croissants. Call (555) 123-4567 for updates!"""
"dietary_gluten_free","GF cookies taste good?","""Yes! Our gluten-free brownies are delicious. We're working on more GF cookies!"""
"dietary_vegan","Plant-based?","""Yes! All our vegan items are 100% plant-based."""
"dietary_vegan","No animal products?","""Correct! Our vegan items contain no animal products whatsoever."""
"dietary_vegan","Vegan croissants?","""We don't currently make vegan croissants. Call (555) 123-4567 for updates!"""
"dietary_vegan","Vegan butter taste good?","""Yes! Our vegan items taste amazing - you won't miss the dairy!"""
"dietary_vegan","Oil or vegan butter?","""We use high-quality vegan butter alternatives in our vegan items."""
"dietary_vegan","How to order vegan cake?","""Call (555) 123-4567 at least 48 hours ahead to order a vegan cake!"""
"dietary_vegan","Vegan frosting taste?","""Our vegan frosting is delicious and creamy!"""
"dietary_vegan","Can make anything vegan?","""Most items can be made vegan with advance notice! Call (555) 123-4567."""
"dietary_nut_allergy","Dedicated nut-free area?","""Some nuts are used in our bakery. For severe allergies, call (555) 123-4567 to discuss precautions!"""
"dietary_nut_allergy","Traces of nuts?","""Cross-contamination is possible. For severe allergies, call (555) 123-4567!"""
"dietary_nut_allergy","Almond extract?","""Almond extract is different from nuts, but please inform us of your allergy!"""
"dietary_nut_allergy","Coconut allergy?","""Please inform us! We'll let you know which items contain coconut."""
"dietary_nut_allergy","Sesame allergy?","""Please inform us of sesame allergies when ordering!"""
"dairy_allergy","Casein-free?","""Our vegan items are casein-free!"""
"dairy_allergy","Whey in products?","""Most products contain dairy/whey. Our vegan options are dairy-free!"""
"dairy_allergy","Lactose-free milk used?","""For vegan items, we use plant-based milk alternatives."""
"egg_allergy","Egg whites or whole eggs?","""We use whole eggs in most recipes. Vegan items are completely egg-free!"""
"egg_allergy","Egg wash on pastries?","""Most pastries use egg wash. For egg-free, try our vegan options!"""
"soy_allergy","Soy lecithin?","""Some items may contain soy lecithin. Please inform us of soy allergies!"""
"soy_allergy","Soy-free vegan?","""Call (555) 123-4567 to discuss soy-free vegan options!"""
"pricing_general","Price match?","""Our prices are set, but we offer quality artisan goods at fair prices!"""
"pricing_general","Why more expensive than grocery store?","""We use premium ingredients and everything is handmade fresh daily!"""
"pricing_general","Worth the price?","""Absolutely! Our fresh, artisan quality is well worth it!"""
"pricing_general","Cheaper alternative?","""Our cookies at $2 are affordable, and a dozen for $20 is great value!"""
"pricing_general","Price of Danish?","Our Danish pastries are $5 each!"
"pricing_general","Cinnamon roll price?","Cinnamon rolls are $5 each - baked fresh daily!"
"pricing_general","Cheapest cake?","""Our smallest 6-inch cake is $28 and serves 6-8 people."""
"pricing_general","Most expensive cake?","""Custom wedding and specialty cakes vary in price. Call (555) 123-4567!"""
"pricing_general","Cupcake vs slice of cake?","""Cupcakes are $4 each, about the same as a slice!"""
"custom_order","Logo on cake?","""Yes! We can add logos to cakes. Call (555) 123-4567 to discuss!"""
"custom_order","Company logo cake?","""Yes! We make corporate cakes with logos. Call (555) 123-4567!"""
"custom_order","Photo cake?","""Yes! We can add edible images. Call (555) 123-4567!"""
"custom_order","Shaped cake?","""We can do some shaped cakes! Call (555) 123-4567 to discuss what's possible."""
"custom_order","Sculpted cake?","""For sculpted cakes, call (555) 123-4567 to discuss your vision!"""
"custom_order","Two-tier cake?","""Yes! We make multi-tier cakes. Call (555) 123-4567!"""
"custom_order","Three-tier cake?","""Yes! We can create three-tier cakes. Call (555) 123-4567 to discuss!"""
"custom_order","Square cake?","""Yes! We can make square cakes. Call (555) 123-4567!"""
"custom_order","Heart-shaped cake?","""Yes! Heart cakes are popular. Call (555) 123-4567 to order!"""
"custom_order","Number cake?","""Yes! We can create number-shaped cakes. Call (555) 123-4567!"""
"custom_order","Letter cake?","""Yes! Letter-shaped cakes available. Call (555) 123-4567!"""
"custom_order","Rainbow cake?","""Yes! Rainbow cakes are beautiful. Call (555) 123-4567 to order!"""
"custom_order","Ombre cake?","""Yes! We can create ombre effects. Call (555) 123-4567!"""
"custom_order","Marble cake?","""Yes! Marble cake is available. Call (555) 123-4567!"""
"custom_order","Half and half flavors?","""Yes! We can do half one flavor, half another. Call (555) 123-4567!"""
"advance_order","Order for next month?","""Absolutely! Call (555) 123-4567 to schedule future orders."""
"advance_order","Book far in advance?","""Yes! We can take orders well in advance. Call (555) 123-4567!"""
"advance_order","Reserve for birthday?","""Yes! Call (555) 123-4567 to reserve your birthday cake!"""
"advance_order","Hold items?","""Yes! Call (555) 123-4567 to reserve items for pickup."""
"advance_order","Schedule weekly pickup?","""Yes! We can arrange weekly pickups. Call (555) 123-4567!"""
"payment_methods","Exact change needed?","""No! We can make change for cash payments."""
"payment_methods","Large bills okay?","""Yes, but we appreciate smaller bills when possible!"""
"payment_methods","Tip jar?","""Tips are appreciated but never expected! We love serving you!"""
"payment_methods","Invoice for business?","""For business invoices, call (555) 123-4567 to arrange!"""
"payment_methods","Receipt provided?","""Yes! We provide receipts for all purchases."""
"payment_methods","Email receipt?","""For email receipts, ask at checkout and we'll arrange it!"""
"ingredients_inquiry","Artificial colors?","""No! We use natural colorings in our products."""
"ingredients_inquiry","Food dyes?","""We use food-safe colorings, preferring natural options when possible."""
"ingredients_inquiry","Corn syrup?","""For specific ingredients, call (555) 123-4567!"""
"ingredients_inquiry","High fructose?","""We don't use high fructose corn syrup!"""
"ingredients_inquiry","Trans fats?","""No! We don't use trans fats - we use real butter!"""
"ingredients_inquiry","Hydrogenated oils?","""No! We use real butter and quality oils."""
"ingredients_inquiry","Yeast type?","""We use quality baking yeast for our breads!"""
"ingredients_inquiry","Salt amount?","""We use appropriate salt amounts for flavor and baking chemistry!"""
"delivery","Leave at door?","""For delivery instructions, contact DoorDash or Uber Eats directly!"""
"delivery","Delivery tracking?","""DoorDash and Uber Eats provide delivery tracking in their apps!"""
"delivery","Direct delivery for events?","""For large event delivery, call (555) 123-4567 to discuss!"""
"freshness","Baking schedule?","""We start at 5 AM and bake in batches throughout the day!"""
"freshness","New batch times?","""We bake continuously, so there's always fresh items!"""
"freshness","Still fresh in afternoon?","""Yes! We bake throughout the day to ensure afternoon freshness too!"""
"popular_items","Instagram worthy?","""Our cakes and pastries are definitely Instagram worthy!"""
"popular_items","Photogenic items?","""All our items photograph beautifully, especially custom cakes!"""
"popular_items","Signature dish?","""Our sourdough bread and chocolate croissants are signature items!"""
"special_occasions","First birthday cake?","""Yes! We love making first birthday cakes. Call (555) 123-4567!"""
"special_occasions","Smash cake?","""Yes! We make smash cakes for first birthdays. Call (555) 123-4567!"""
"special_occasions","Gender reveal cake?","""Yes! We make gender reveal cakes. Call (555) 123-4567!"""
"special_occasions","Surprise inside cake?","""Yes! We can create surprise inside cakes. Call (555) 123-4567!"""
"special_occasions","Pinata cake?","""For specialty cakes like pinata cakes, call (555) 123-4567!"""
"tasting","Cost for tasting?","""For tasting appointments and costs, call (555) 123-4567!"""
"tasting","Bring guest to tasting?","""For tasting policies, call (555) 123-4567 to arrange!"""
"allergen_info","Ingredient list available?","""Yes! Ask in store for ingredient lists for specific items."""
"allergen_info","Can I see ingredients?","""Yes! We're happy to share ingredients for any item."""
"allergen_info","Full disclosure?","""Absolutely! We're transparent about all ingredients."""
"minimum_order","Single cupcake okay?","""Yes! You can buy just one cupcake or any amount you like."""
"bulk_orders","Same day bulk order?","""For large bulk orders, advance notice helps, but call (555) 123-4567 to check!"""
"bulk_orders","100 cookies?","""For large orders like 100 cookies, call (555) 123-4567 at least a day ahead!"""
"gift_options","Birthday gift box?","""We can create birthday gift boxes! Call (555) 123-4567."""
"gift_options","Thank you gift?","""Gift boxes of baked goods make great thank you gifts! Call (555) 123-4567!"""
"storage_advice","Counter or cupboard?","""Bread at room temperature in paper bags, cakes in fridge!"""
"storage_advice","Air-tight container?","""Yes! Store cookies and cakes in airtight containers."""
"storage_advice","Plastic wrap okay?","""Yes! Wrap items tightly in plastic wrap before refrigerating or freezing."""
"reheating","Best way to reheat?","""Oven at 350°F for a few minutes for bread and pastries!"""
"reheating","Microwave croissants?","""Oven is better, but 10-15 seconds in microwave works in a pinch!"""
"nutrition_info","Healthy options?","""Whole wheat and multigrain breads are healthy options!"""
